sample	total_length	number	mean_length	longest	shortest	N_count	Gaps	N50	N50n	N70	N70n	N90	N90n	Completeness_General	Contamination	Completeness_Specific	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Additional_Notes	in_v0.1	in_661k	Run	Genome_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	Eff_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	Contig_name	Species_x	Species_y	HQ	QC
SAMN14050792	4656150	75	62082.0	541554	201	0	0	307345	6	205613	9	58753	18	99.0	0.06	100.0	Neural Network (Specific Model)	11.0	0.877	307345.0	317.0081338600976	4656150.0	0.52	4303.0		Y	N	SRR11032578	gtdb_genomes_reps_r214/database/GCF/000/006/945/GCF_000006945.2_genomic.fna.gz	100.0	100.0	99.43	70.0	NA-NA	HIGH	NA-NA	70.0	66.362	17791/21226	99.43	NC_003197.2 Salmonella enterica subsp. enterica serovar Typhimurium str. LT2, complete genome	Salmonella enterica	Salmonella enterica	T	Pass
SAMEA7564088	4346973	167	26029.78	204804	206	0	0	65667	20	47854	35	19431	63	99.05	0.48	100.0	Neural Network (Specific Model)	11.0	0.903	65667.0	315.98868015414257	4346973.0	0.66	4152.0		Y	N	ERR4831773	gtdb_genomes_reps_r214/database/GCF/000/195/955/GCF_000195955.2_genomic.fna.gz	100.0	100.0	99.94	68.0	NA-NA	HIGH	NA-NA	68.0	68.056	18370/18742	99.94	NC_000962.3 Mycobacterium tuberculosis H37Rv, complete genome	Mycobacterium tuberculosis	Mycobacterium tuberculosis	T	Pass
SAMN11847504	2275395	87	26153.97	201905	216	0	0	83625	10	54458	17	11123	35	100.0	0.44	99.99	Neural Network (Specific Model)	11.0	0.878	83625.0	340.64606741573033	2275395.0	0.6	1958.0		Y	N	SRR9274749	gtdb_genomes_reps_r214/database/GCF/000/010/425/GCF_000010425.1_genomic.fna.gz	99.787	99.3612	98.66	13.914	NA-NA	HIGH	NA-NA	13.0	13.914	5865/8919	98.66	NC_008618.1 Bifidobacterium adolescentis ATCC 15703, complete sequence	Bifidobacterium adolescentis	Bifidobacterium adolescentis	T	Pass
SAMN11847504	2275395	87	26153.97	201905	216	0	0	83625	10	54458	17	11123	35	100.0	0.44	99.99	Neural Network (Specific Model)	11.0	0.878	83625.0	340.64606741573033	2275395.0	0.6	1958.0		Y	N	SRR9274749	gtdb_genomes_reps_r214/database/GCF/000/011/065/GCF_000011065.1_genomic.fna.gz	0.213	0.6388	97.86	0.03	96.00-99.98	0.030	0.01-0.05	1.0	1.015	410/26733	87.39	NC_004663.1 Bacteroides thetaiotaomicron VPI-5482, complete sequence	Bacteroides thetaiotaomicron	Bifidobacterium adolescentis	T	Pass
SAMN18324564	3026279	242	12505.29	180998	200	0	0	39596	22	20361	44	6786	89	99.6	2.59	100.0	Neural Network (Specific Model)	11.0	0.847	39596.0	289.2679959445759	3026279.0	0.38	2959.0		Y	N	SRR13985030	gtdb_genomes_reps_r214/database/GCF/001/544/255/GCF_001544255.1_genomic.fna.gz	100.0	100.0	99.56	36.0	NA-NA	HIGH	NA-NA	36.0	37.825	9312/10679	99.56	NZ_BCQD01000001.1 Enterococcus faecium NBRC 100486, whole genome shotgun sequence	Enterococcus_B faecium	Enterococcus_B faecium	T	Pass
SAMN10392964	4705448	105	44813.79	338315	223	0	0	105122	15	77323	25	29969	43	99.09	0.07	100.0	Neural Network (Specific Model)	11.0	0.872	105122.0	308.22999100719426	4705448.0	0.52	4448.0		Y	N	SRR8544258	gtdb_genomes_reps_r214/database/GCF/000/006/945/GCF_000006945.2_genomic.fna.gz	100.0	100.0	98.99	57.0	NA-NA	HIGH	NA-NA	57.0	56.742	15478/21226	98.99	NC_003197.2 Salmonella enterica subsp. enterica serovar Typhimurium str. LT2, complete genome	Salmonella enterica	Salmonella enterica	T	Pass
SAMN28900105	5050334	75	67337.79	1463471	203	0	0	561893	3	391420	5	93227	9	100.0	0.08	100.0	Neural Network (Specific Model)	11.0	0.876	561893.0	305.47860243952863	5050334.0	0.52	4837.0		Y	N	SRR19571649	gtdb_genomes_reps_r214/database/GCF/000/006/945/GCF_000006945.2_genomic.fna.gz	100.0	100.0	98.51	44.0	NA-NA	HIGH	NA-NA	44.0	43.929	13341/21226	98.51	NC_003197.2 Salmonella enterica subsp. enterica serovar Typhimurium str. LT2, complete genome	Salmonella enterica	Salmonella enterica	T	Pass
SAMN31838855	1725160	59	29240.0	393943	208	0	0	128603	4	98846	7	58167	12	100.0	0.05	100.0	Neural Network (Specific Model)	11.0	0.941	128603.0	291.2847184986595	1725160.0	0.3	1865.0		Y	N	SRR22426770	gtdb_genomes_reps_r214/database/GCF/001/457/695/GCF_001457695.1_genomic.fna.gz	100.0	100.0	98.03	141.0	NA-NA	HIGH	NA-NA	141.0	141.184	4008/7417	98.03	NZ_LN831025.1 Campylobacter jejuni strain NCTC11351 chromosome 1, complete sequence	Campylobacter_D jejuni	Campylobacter_D jejuni	T	Pass
SAMEA9477523	4878536	124	39343.03	275977	211	0	0	190467	11	129587	18	46000	30	100.0	0.03	100.0	Neural Network (Specific Model)	11.0	0.876	190467.0	310.92920932258767	4878536.0	0.51	4591.0		Y	N	ERR10227765	gtdb_genomes_reps_r214/database/GCF/000/186/445/GCF_000186445.1_genomic.fna.gz	11.7893	5.7255	98.58	3.074	NA-NA	HIGH	NA-NA	3.0	3.074	5829/9094	98.58	NZ_GL636070.1 Streptococcus agalactiae ATCC 13813 SCAFFOLD1, whole genome shotgun sequence	Streptococcus agalactiae	unknown	F	Pass
SAMEA9477523	4878536	124	39343.03	275977	211	0	0	190467	11	129587	18	46000	30	100.0	0.03	100.0	Neural Network (Specific Model)	11.0	0.876	190467.0	310.92920932258767	4878536.0	0.51	4591.0		Y	N	ERR10227765	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	88.2107	94.2745	97.29	23.0	NA-NA	HIGH	NA-NA	23.0	22.673	9057/21223	97.29	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	unknown	F	Pass
SAMN18740293	2259234	59	38292.1	231692	206	0	0	126476	7	95659	11	39465	17	100.0	0.03	99.95	Neural Network (Specific Model)	11.0	0.833	126476.0	293.1063432835821	2259234.0	0.32	2144.0		Y	N	SRR17689666	gtdb_genomes_reps_r214/database/GCF/006/742/205/GCF_006742205.1_genomic.fna.gz	100.0	100.0	98.05	144.0	NA-NA	HIGH	NA-NA	144.0	149.554	5511/10141	98.05	NZ_AP019721.1 Staphylococcus epidermidis strain NBRC 100911 chromosome, complete genome	Staphylococcus epidermidis	Staphylococcus epidermidis	T	Pass
SAMEA111343387	2142594	145	14776.51	207759	213	0	0	46510	14	31431	25	11285	48	98.76	0.09	99.99	Neural Network (Specific Model)	11.0	0.835	46510.0	275.3969571230982	2142594.0	0.52	2169.0		Y	N	ERR10172587	gtdb_genomes_reps_r214/database/GCF/003/315/235/GCF_003315235.1_genomic.fna.gz	100.0	100.0	99.72	109.0	NA-NA	HIGH	NA-NA	109.0	116.27	8381/9129	99.72	NZ_QNRU01000001.1 Neisseria gonorrhoeae strain DSM 9188 Ga0244522_101, whole genome shotgun sequence	Neisseria gonorrhoeae	Neisseria gonorrhoeae	T	Pass
SAMN20751050	2278377	154	14794.66	65056	212	0	0	30723	26	20432	44	12377	71	99.66	0.11	100.0	Neural Network (Specific Model)	11.0	0.883	30723.0	304.98774398547437	2278377.0	0.41	2203.0		Y	N	SRR15496257	gtdb_genomes_reps_r214/database/GCF/000/294/495/GCF_000294495.1_genomic.fna.gz	50.5164	48.006	97.67	277.0	NA-NA	HIGH	NA-NA	277.0	247.908	3967/8229	97.67	NC_018526.1 Streptococcus suis S735, complete sequence	Streptococcus suis	unknown	F	Pass
SAMN20751050	2278377	154	14794.66	65056	212	0	0	30723	26	20432	44	12377	71	99.66	0.11	100.0	Neural Network (Specific Model)	11.0	0.883	30723.0	304.98774398547437	2278377.0	0.41	2203.0		Y	N	SRR15496257	gtdb_genomes_reps_r214/database/GCF/002/964/045/GCF_002964045.1_genomic.fna.gz	0.0614	0.0739	95.58	0.337	94.96-96.09	0.337	0.28-0.41	1.0	1.024	849/10288	92.27	NZ_POPB01000001.1 Streptococcus suis strain 614 SS_0614_Contig1, whole genome shotgun sequence	Streptococcus suis_U	unknown	F	Pass
SAMN20751050	2278377	154	14794.66	65056	212	0	0	30723	26	20432	44	12377	71	99.66	0.11	100.0	Neural Network (Specific Model)	11.0	0.883	30723.0	304.98774398547437	2278377.0	0.41	2203.0		Y	N	SRR15496257	gtdb_genomes_reps_r214/database/GCF/902/702/775/GCF_902702775.1_genomic.fna.gz	49.4222	51.9201	95.13	271.0	NA-NA	HIGH	NA-NA	271.0	235.97	1974/9281	95.13	NZ_LR738724.1 Streptococcus suis isolate 9401240 chromosome 1	Streptococcus suis_W	unknown	F	Pass
SAMEA5379403	1852839	30	61761.3	401721	289	0	0	313877	3	139933	5	39946	11	99.67	0.02	100.0	Neural Network (Specific Model)	11.0	0.892	313877.0	306.7241379310345	1852839.0	0.38	1798.0		Y	N	ERR3264649	gtdb_genomes_reps_r214/database/GCF/001/457/655/GCF_001457655.1_genomic.fna.gz	100.0	100.0	98.87	132.0	NA-NA	HIGH	NA-NA	132.0	126.364	5615/7983	98.87	NZ_LN831035.1 Haemophilus influenzae strain NCTC8143 chromosome 1, complete sequence	Haemophilus influenzae	Haemophilus influenzae	T	Pass
SAMN30861707	5446361	223	24423.14	275032	212	0	0	118019	15	60592	28	25016	55	99.1	0.64	100.0	Neural Network (Specific Model)	11.0	0.913	118019.0	317.58936088786834	5446361.0	0.69	5226.0		Y	N	SRR21595937	gtdb_genomes_reps_r214/database/GCF/000/196/555/GCF_000196555.1_genomic.fna.gz	0.1754	0.085	96.07	0.046	93.81-96.61	0.046	0.04-0.10	1.0	1.023	133/9990	86.99	NC_015067.1 Bifidobacterium longum subsp. longum JCM 1217, complete sequence	Bifidobacterium longum	Mycobacterium avium	T	Pass
SAMN30861707	5446361	223	24423.14	275032	212	0	0	118019	15	60592	28	25016	55	99.1	0.64	100.0	Neural Network (Specific Model)	11.0	0.913	118019.0	317.58936088786834	5446361.0	0.69	5226.0		Y	N	SRR21595937	gtdb_genomes_reps_r214/database/GCF/001/070/815/GCF_001070815.1_genomic.fna.gz	0.2303	0.0886	95.1	0.061	92.80-95.89	0.061	0.05-0.11	1.0	1.029	102/8046	86.86	NZ_JVLX01000006.1 Streptococcus pseudopneumoniae strain 315_SPSE 115_243_2262, whole genome shotgun sequence	Streptococcus pseudopneumoniae_P	Mycobacterium avium	T	Pass
SAMN30861707	5446361	223	24423.14	275032	212	0	0	118019	15	60592	28	25016	55	99.1	0.64	100.0	Neural Network (Specific Model)	11.0	0.913	118019.0	317.58936088786834	5446361.0	0.69	5226.0		Y	N	SRR21595937	gtdb_genomes_reps_r214/database/GCF/003/944/205/GCF_003944205.1_genomic.fna.gz	0.2603	0.1053	95.83	0.068	93.43-97.37	0.068	0.04-0.13	1.0	1.033	151/8363	87.85	NZ_RJPH01000001.1 Streptococcus oralis subsp. dentisani strain BCA2 D8805_contig001, whole genome shotgun sequence	Streptococcus oralis_BH	Mycobacterium avium	T	Pass
SAMN30861707	5446361	223	24423.14	275032	212	0	0	118019	15	60592	28	25016	55	99.1	0.64	100.0	Neural Network (Specific Model)	11.0	0.913	118019.0	317.58936088786834	5446361.0	0.69	5226.0		Y	N	SRR21595937	gtdb_genomes_reps_r214/database/GCF/006/385/165/GCF_006385165.1_genomic.fna.gz	0.3201	0.1423	96.55	0.084	95.05-98.86	0.084	0.04-0.14	1.0	1.04	198/7122	89.09	NZ_VFJA01000001.1 Streptococcus symci strain C17 Scaffold1, whole genome shotgun sequence	Streptococcus symci	Mycobacterium avium	T	Pass
SAMN30861707	5446361	223	24423.14	275032	212	0	0	118019	15	60592	28	25016	55	99.1	0.64	100.0	Neural Network (Specific Model)	11.0	0.913	118019.0	317.58936088786834	5446361.0	0.69	5226.0		Y	N	SRR21595937	gtdb_genomes_reps_r214/database/GCF/009/741/445/GCF_009741445.1_genomic.fna.gz	98.8156	99.494	99.49	26.0	NA-NA	HIGH	NA-NA	26.0	25.28	18122/21210	99.49	NZ_CP046507.1 Mycobacterium avium subsp. avium strain DSM 44156 chromosome, complete genome	Mycobacterium avium	Mycobacterium avium	T	Pass
SAMN30861707	5446361	223	24423.14	275032	212	0	0	118019	15	60592	28	25016	55	99.1	0.64	100.0	Neural Network (Specific Model)	11.0	0.913	118019.0	317.58936088786834	5446361.0	0.69	5226.0		Y	N	SRR21595937	gtdb_genomes_reps_r214/database/GCF/016/648/925/GCF_016648925.1_genomic.fna.gz	0.1983	0.0847	95.65	0.052	92.97-96.10	0.052	0.05-0.11	1.0	1.025	118/9021	86.95	NZ_JACLQX010000001.1 Streptococcus parasanguinis strain 1.1 SB3740_S30_contig_1, whole genome shotgun sequence	Streptococcus sp900766505	Mycobacterium avium	T	Pass
SAMN23167015	4733293	41	115446.17	1139771	210	0	0	460883	4	394191	6	103617	10	100.0	0.09	100.0	Neural Network (Specific Model)	11.0	0.877	460883.0	308.46995994659545	4733293.0	0.52	4494.0		Y	N	SRR16948678	gtdb_genomes_reps_r214/database/GCF/000/006/945/GCF_000006945.2_genomic.fna.gz	100.0	100.0	98.44	32.0	NA-NA	HIGH	NA-NA	32.0	32.411	13056/21226	98.44	NC_003197.2 Salmonella enterica subsp. enterica serovar Typhimurium str. LT2, complete genome	Salmonella enterica	Salmonella enterica	T	Pass
SAMEA7340343	2815409	77	36563.75	441164	201	0	0	176557	6	106503	10	38899	19	100.0	0.57	100.0	Neural Network (Specific Model)	11.0	0.843	176557.0	299.8667676003028	2815409.0	0.33	2642.0		Y	N	ERR4626370	gtdb_genomes_reps_r214/database/GCF/001/027/105/GCF_001027105.1_genomic.fna.gz	100.0	100.0	98.26	77.0	NA-NA	HIGH	NA-NA	77.0	77.844	6902/11892	98.26	NZ_CP011526.1 Staphylococcus aureus strain DSM 20231 chromosome, complete genome	Staphylococcus aureus	Staphylococcus aureus	T	Pass
SAMN11847523	2320049	36	64445.81	999074	215	0	0	254016	2	177883	4	49936	11	100.0	0.4	99.99	Neural Network (Specific Model)	11.0	0.881	254016.0	347.2337067209776	2320049.0	0.6	1964.0		Y	N	SRR9274813	gtdb_genomes_reps_r214/database/GCF/000/010/425/GCF_000010425.1_genomic.fna.gz	100.0	100.0	98.72	64.0	NA-NA	HIGH	NA-NA	64.0	65.496	5978/8919	98.72	NC_008618.1 Bifidobacterium adolescentis ATCC 15703, complete sequence	Bifidobacterium adolescentis	Bifidobacterium adolescentis	T	Pass
SAMN19670100	5141883	92	55890.03	1090049	210	0	0	533531	4	363683	6	105293	12	99.89	1.11	100.0	Neural Network (Specific Model)	11.0	0.878	533531.0	313.92442223610243	5141883.0	0.5	4803.0		Y	N	SRR14788819	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	99.08	92.0	NA-NA	HIGH	NA-NA	92.0	90.756	15952/21223	99.08	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Pass
SAMN27589260	4736596	54	87714.74	1506233	210	0	0	472591	3	283879	6	122953	11	99.09	0.05	100.0	Neural Network (Specific Model)	11.0	0.872	472591.0	308.86971121558094	4736596.0	0.52	4467.0		Y	N	SRR18761228	gtdb_genomes_reps_r214/database/GCF/000/006/945/GCF_000006945.2_genomic.fna.gz	100.0	100.0	99.03	53.0	NA-NA	HIGH	NA-NA	53.0	51.92	15671/21226	99.03	NC_003197.2 Salmonella enterica subsp. enterica serovar Typhimurium str. LT2, complete genome	Salmonella enterica	Salmonella enterica	T	Pass
SAMEA111527799	3007389	36	83538.58	558229	251	0	0	434465	3	119790	7	82130	13	99.03	0.74	99.97	Neural Network (Specific Model)	11.0	0.899	434465.0	300.803	3007389.0	0.38	3000.0		Y	N	ERR10439829	gtdb_genomes_reps_r214/database/GCF/000/307/025/GCF_000307025.1_genomic.fna.gz	100.0	100.0	99.65	35.0	NA-NA	HIGH	NA-NA	35.0	35.129	11266/12543	99.65	NC_018584.1 Listeria monocytogenes ATCC 19117, complete sequence	Listeria monocytogenes_B	Listeria monocytogenes_B	T	Pass
SAMEA112806095	4375804	83	52720.53	293759	218	0	0	190994	10	113056	16	64230	26	99.29	0.78	100.0	Neural Network (Specific Model)	11.0	0.904	190994.0	322.9076923076923	4375804.0	0.66	4095.0		Y	N	ERR11082392	gtdb_genomes_reps_r214/database/GCF/000/195/955/GCF_000195955.2_genomic.fna.gz	100.0	100.0	99.97	133.0	NA-NA	HIGH	NA-NA	133.0	132.414	18587/18742	99.97	NC_000962.3 Mycobacterium tuberculosis H37Rv, complete genome	Mycobacterium tuberculosis	Mycobacterium tuberculosis	T	Pass
SAMEA111362708	2751058	28	98252.07	660224	224	0	0	339286	3	207222	5	122968	9	100.0	0.06	100.0	Neural Network (Specific Model)	11.0	0.842	339286.0	304.28127458693945	2751058.0	0.33	2542.0		Y	N	ERR10212053	gtdb_genomes_reps_r214/database/GCF/001/027/105/GCF_001027105.1_genomic.fna.gz	100.0	100.0	99.3	203.0	NA-NA	HIGH	NA-NA	203.0	199.516	9552/11892	99.3	NZ_CP011526.1 Staphylococcus aureus strain DSM 20231 chromosome, complete genome	Staphylococcus aureus	Staphylococcus aureus	T	Pass
SAMN16293904	1755353	103	17042.26	105333	253	0	0	34301	14	20484	27	10459	51	100.0	0.17	99.98	Neural Network (Specific Model)	11.0	0.937	34301.0	293.59445037353254	1755353.0	0.3	1874.0		Y	N	SRR12743371	gtdb_genomes_reps_r214/database/GCF/001/457/695/GCF_001457695.1_genomic.fna.gz	100.0	100.0	98.09	20.0	NA-NA	HIGH	NA-NA	20.0	17.191	4079/7417	98.09	NZ_LN831025.1 Campylobacter jejuni strain NCTC11351 chromosome 1, complete sequence	Campylobacter_D jejuni	Campylobacter_D jejuni	T	Pass
SAMN29376292	4985280	42	118697.14	1284696	220	0	0	561143	3	401978	6	154049	9	99.09	0.03	100.0	Neural Network (Specific Model)	11.0	0.874	561143.0	302.0834371108344	4985280.0	0.52	4818.0		Y	N	SRR19866062	gtdb_genomes_reps_r214/database/GCF/000/006/945/GCF_000006945.2_genomic.fna.gz	100.0	100.0	98.99	32.0	NA-NA	HIGH	NA-NA	32.0	31.625	15512/21226	98.99	NC_003197.2 Salmonella enterica subsp. enterica serovar Typhimurium str. LT2, complete genome	Salmonella enterica	Salmonella enterica	T	Pass
SAMN28626246	5580251	158	35318.04	701116	203	0	0	264364	7	175685	12	53862	21	99.01	0.13	100.0	Neural Network (Specific Model)	11.0	0.873	264364.0	309.10034207525655	5580251.0	0.57	5262.0		Y	N	SRR19372367	gtdb_genomes_reps_r214/database/GCF/000/742/135/GCF_000742135.1_genomic.fna.gz	100.0	100.0	99.05	22.0	NA-NA	HIGH	NA-NA	22.0	22.11	17709/23841	99.05	NZ_KN046818.1 Klebsiella pneumoniae strain ATCC 13883 scaffold1, whole genome shotgun sequence	Klebsiella pneumoniae	Klebsiella pneumoniae	T	Pass
SAMN11847926	2335230	79	29559.87	289396	200	0	0	117716	6	57029	12	35494	22	100.0	0.08	99.96	Neural Network (Specific Model)	11.0	0.873	117716.0	344.4099190283401	2335230.0	0.6	1976.0		Y	N	SRR9274833	gtdb_genomes_reps_r214/database/GCF/000/196/555/GCF_000196555.1_genomic.fna.gz	100.0	100.0	98.9	130.0	NA-NA	HIGH	NA-NA	130.0	136.788	7083/9990	98.9	NC_015067.1 Bifidobacterium longum subsp. longum JCM 1217, complete sequence	Bifidobacterium longum	Bifidobacterium longum	T	Pass
SAMN19156807	4736217	60	78936.95	938355	210	0	0	490435	4	284414	6	122953	11	99.09	0.07	100.0	Neural Network (Specific Model)	11.0	0.873	490435.0	309.0987239758227	4736217.0	0.52	4467.0		Y	N	SRR18337512	gtdb_genomes_reps_r214/database/GCF/000/006/945/GCF_000006945.2_genomic.fna.gz	100.0	100.0	99.01	35.0	NA-NA	HIGH	NA-NA	35.0	34.467	15595/21226	99.01	NC_003197.2 Salmonella enterica subsp. enterica serovar Typhimurium str. LT2, complete genome	Salmonella enterica	Salmonella enterica	T	Pass
SAMN16868897	5262972	146	36047.75	693621	213	0	0	158431	9	105539	18	56396	32	100.0	0.03	100.0	Neural Network (Specific Model)	11.0	0.876	158431.0	298.01412812076643	5262972.0	0.52	5167.0		Y	N	SRR13105351	gtdb_genomes_reps_r214/database/GCF/000/006/945/GCF_000006945.2_genomic.fna.gz	100.0	100.0	99.04	61.0	NA-NA	HIGH	NA-NA	61.0	58.634	15741/21226	99.04	NC_003197.2 Salmonella enterica subsp. enterica serovar Typhimurium str. LT2, complete genome	Salmonella enterica	Salmonella enterica	T	Pass
SAMN18620779	3867615	295	13110.56	73535	204	0	0	21232	60	13858	104	7737	177	95.39	0.92	96.77	Neural Network (Specific Model)	11.0	0.898	21232.0	296.51851851851853	3867615.0	0.68	3915.0		Y	N	SRR14288352	gtdb_genomes_reps_r214/database/GCF/000/306/945/GCF_000306945.1_genomic.fna.gz	100.0	100.0	99.79	48.0	NA-NA	HIGH	NA-NA	48.0	46.672	15114/16129	99.79	NC_018518.1 Bordetella pertussis 18323, complete sequence	Bordetella pertussis	Bordetella pertussis	T	Pass
SAMEA5779718	5622319	100	56223.19	655262	207	0	0	330116	6	270548	10	94295	17	98.96	0.36	100.0	Neural Network (Specific Model)	11.0	0.879	330116.0	314.01978691019787	5622319.0	0.57	5256.0		Y	N	ERR4791481	gtdb_genomes_reps_r214/database/GCF/000/742/135/GCF_000742135.1_genomic.fna.gz	100.0	100.0	99.02	82.0	NA-NA	HIGH	NA-NA	82.0	82.774	17583/23841	99.02	NZ_KN046818.1 Klebsiella pneumoniae strain ATCC 13883 scaffold1, whole genome shotgun sequence	Klebsiella pneumoniae	Klebsiella pneumoniae	T	Pass
SAMN10883360	4748108	194	24474.78	274573	209	0	0	65975	22	36617	41	18529	77	99.51	0.07	100.0	Neural Network (Specific Model)	11.0	0.874	65975.0	304.4659490333919	4748108.0	0.52	4552.0		Y	N	SRR8544220	gtdb_genomes_reps_r214/database/GCF/000/006/945/GCF_000006945.2_genomic.fna.gz	100.0	100.0	98.63	24.0	NA-NA	HIGH	NA-NA	24.0	23.352	13851/21226	98.63	NC_003197.2 Salmonella enterica subsp. enterica serovar Typhimurium str. LT2, complete genome	Salmonella enterica	Salmonella enterica	T	Pass
SAMN11030498	4901858	46	106562.13	1017509	255	0	0	340954	5	192341	9	90830	16	98.82	0.06	100.0	Neural Network (Specific Model)	11.0	0.876	340954.0	309.13300280232806	4901858.0	0.52	4639.0		Y	N	SRR19867277	gtdb_genomes_reps_r214/database/GCF/000/006/945/GCF_000006945.2_genomic.fna.gz	100.0	100.0	99.91	59.0	NA-NA	HIGH	NA-NA	59.0	59.857	20618/21226	99.91	NC_003197.2 Salmonella enterica subsp. enterica serovar Typhimurium str. LT2, complete genome	Salmonella enterica	Salmonella enterica	T	Pass
SAMN16729432	5010395	91	55059.29	711644	212	0	0	225812	6	172402	11	63024	21	99.54	0.1	100.0	Neural Network (Specific Model)	11.0	0.876	225812.0	305.77033792240303	5010395.0	0.52	4794.0		Y	N	SRR13020901	gtdb_genomes_reps_r214/database/GCF/000/006/945/GCF_000006945.2_genomic.fna.gz	100.0	100.0	99.9	43.0	NA-NA	HIGH	NA-NA	43.0	43.643	20601/21226	99.9	NC_003197.2 Salmonella enterica subsp. enterica serovar Typhimurium str. LT2, complete genome	Salmonella enterica	Salmonella enterica	T	Pass
SAMN16814745	4879579	122	39996.55	453807	220	0	0	222188	8	163798	14	56715	24	100.0	1.32	100.0	Neural Network (Specific Model)	11.0	0.873	222188.0	311.6135815991238	4879579.0	0.51	4565.0		Y	N	SRR13071107	gtdb_genomes_reps_r214/database/GCF/008/692/785/GCF_008692785.1_genomic.fna.gz	99.9182	99.9255	99.4	47.0	NA-NA	HIGH	NA-NA	47.0	46.31	17600/21232	99.4	NZ_VXJV01000001.1 Salmonella enterica subsp. diarizonae strain CCUG 30040T contig_0000001, whole genome shotgun sequence	Salmonella diarizonae	Salmonella diarizonae	T	Pass
SAMN16814745	4879579	122	39996.55	453807	220	0	0	222188	8	163798	14	56715	24	100.0	1.32	100.0	Neural Network (Specific Model)	11.0	0.873	222188.0	311.6135815991238	4879579.0	0.51	4565.0		Y	N	SRR13071107	gtdb_genomes_reps_r214/database/GCF/008/692/845/GCF_008692845.1_genomic.fna.gz	0.0818	0.0745	95.22	0.038	92.59-95.50	0.038	0.04-0.09	1.0	0.798	238/19322	86.78	NZ_VXJW01000001.1 Salmonella enterica subsp. arizonae strain CCUG 6322T contig_0000001, whole genome shotgun sequence	Salmonella arizonae	Salmonella diarizonae	T	Pass
SAMEA111343354	2131611	146	14600.08	207550	211	0	0	45237	14	28278	25	11498	49	98.46	0.07	99.99	Neural Network (Specific Model)	11.0	0.838	45237.0	275.7586685159501	2131611.0	0.52	2163.0		Y	N	ERR10172554	gtdb_genomes_reps_r214/database/GCF/003/315/235/GCF_003315235.1_genomic.fna.gz	100.0	100.0	99.72	113.0	NA-NA	HIGH	NA-NA	113.0	119.052	8369/9129	99.72	NZ_QNRU01000001.1 Neisseria gonorrhoeae strain DSM 9188 Ga0244522_101, whole genome shotgun sequence	Neisseria gonorrhoeae	Neisseria gonorrhoeae	T	Pass
SAMEA7564050	4341459	168	25842.02	204777	200	0	0	70635	19	44414	35	20238	63	98.99	0.48	100.0	Neural Network (Specific Model)	11.0	0.903	70635.0	315.5564924114671	4341459.0	0.65	4151.0		Y	N	ERR4831735	gtdb_genomes_reps_r214/database/GCF/000/195/955/GCF_000195955.2_genomic.fna.gz	100.0	100.0	99.94	51.0	NA-NA	HIGH	NA-NA	51.0	51.436	18371/18742	99.94	NC_000962.3 Mycobacterium tuberculosis H37Rv, complete genome	Mycobacterium tuberculosis	Mycobacterium tuberculosis	T	Pass
SAMEA4928936	2142563	81	26451.4	278551	201	0	0	115238	6	73742	11	33514	19	100.0	0.29	100.0	Neural Network (Specific Model)	11.0	0.865	115238.0	281.41837198726694	2142563.0	0.4	2199.0		Y	N	ERR3724262	gtdb_genomes_reps_r214/database/GCF/001/457/635/GCF_001457635.1_genomic.fna.gz	100.0	100.0	99.1	110.0	NA-NA	HIGH	NA-NA	110.0	114.469	6490/8578	99.1	NZ_LN831051.1 Streptococcus pneumoniae strain NCTC7465 chromosome 1, complete sequence	Streptococcus pneumoniae	Streptococcus pneumoniae	T	Pass
SAMN27780256	1798270	27	66602.59	241318	225	0	0	223307	4	102797	7	68192	11	99.26	0.36	100.0	Neural Network (Specific Model)	11.0	0.868	223307.0	298.48568155784653	1798270.0	0.38	1746.0		Y	N	SRR18924688	gtdb_genomes_reps_r214/database/GCF/002/055/535/GCF_002055535.1_genomic.fna.gz	100.0	100.0	99.0	39.0	NA-NA	HIGH	NA-NA	39.0	38.508	5804/7935	99.0	NZ_LN831034.1 Streptococcus pyogenes strain NCTC8198 chromosome 1, complete sequence	Streptococcus pyogenes	Streptococcus pyogenes	T	Pass
