sample	total_length	number	mean_length	longest	shortest	N_count	Gaps	N50	N50n	N70	N70n	N90	N90n	Completeness_General	Contamination	Completeness_Specific	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Additional_Notes	in_v0.1	in_661k	Run	Genome_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	Eff_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	Contig_name	Species_x	Species_y	HQ	QC	QC_Prediction
SAMN05750765	4434735	462	9598.99	79795	200	0	0	23385	56	14006	105	5425	201	100.0	0.0	100.0	Neural Network (Specific Model)	11.0	0.867	23385.0	290.0878500451671	4434735.0	0.51	4428.0		Y	Y	SRR4195491	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.03	41.0	NA-NA	HIGH	NA-NA	41.0	43.358	8343/21223	97.03	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Fail
SAMEA4464641	5953570	493	12076.21	344463	202	200	2	70775	26	31113	51	5812	143	100.0	2.34	100.0	Neural Network (Specific Model)	11.0	0.875	70775.0	285.87002957607626	5953570.0	0.5	6086.0		Y	Y	ERR1656406	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.84	36.0	NA-NA	HIGH	NA-NA	36.0	32.17	10784/21223	97.84	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Fail
SAMEA4464671	6402998	3196	2003.44	50673	200	200	2	4177	398	1871	863	704	2023	98.6	22.43	99.96	Neural Network (Specific Model)	11.0	0.878	4177.0	225.18997361477577	6402998.0	0.51	8338.0		Y	Y	ERR1656436	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.73	16.0	NA-NA	HIGH	NA-NA	16.0	15.681	10418/21223	97.73	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Fail
SAMEA4464639	6523254	3149	2071.53	44928	202	0	0	4982	298	1975	722	668	1931	100.0	25.86	99.96	Neural Network (Specific Model)	11.0	0.88	4982.0	229.4941964819911	6523254.0	0.51	8357.0		Y	Y	ERR1656404	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.84	34.0	NA-NA	HIGH	NA-NA	34.0	32.502	10772/21223	97.84	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Fail
SAMEA4469922	6724216	2270	2962.21	59082	200	0	0	7741	228	4089	463	1085	1110	99.23	10.46	100.0	Neural Network (Specific Model)	11.0	0.872	7741.0	251.40757867694285	6724216.0	0.5	7785.0		Y	Y	ERR1822288	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	99.28	25.0	NA-NA	HIGH	NA-NA	25.0	24.568	16983/21223	99.28	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Fail
SAMEA4043260	4904520	77	63695.06	515417	248	0	0	233654	8	164018	13	69673	22	100.0	1.09	100.0	Neural Network (Specific Model)	11.0	0.881	233654.0	321.6313795408959	4904520.0	0.51	4487.0		Y	Y	ERR1543429	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	99.0	98.0	NA-NA	HIGH	NA-NA	98.0	98.432	15549/21223	99.0	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Pass
SAMEA104146633	6003271	773	7766.2	278419	203	0	0	60352	29	33136	54	4577	151	100.0	6.65	100.0	Neural Network (Specific Model)	11.0	0.873	60352.0	282.81868131868134	6003271.0	0.5	6188.0		Y	Y	ERR2747707	gtdb_genomes_reps_r214/database/GCF/000/742/135/GCF_000742135.1_genomic.fna.gz	0.1866	0.2055	97.22	0.067	95.93-98.16	0.067	0.05-0.10	1.0	1.049	733/23841	89.38	NZ_KN046818.1 Klebsiella pneumoniae strain ATCC 13883 scaffold1, whole genome shotgun sequence	Klebsiella pneumoniae	Escherichia coli	F	Fail	Fail
SAMEA104146633	6003271	773	7766.2	278419	203	0	0	60352	29	33136	54	4577	151	100.0	6.65	100.0	Neural Network (Specific Model)	11.0	0.873	60352.0	282.81868131868134	6003271.0	0.5	6188.0		Y	Y	ERR2747707	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	99.8134	99.7945	98.53	36.0	NA-NA	HIGH	NA-NA	36.0	30.613	13407/21223	98.53	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Fail
SAMEA104142995	3115912	1024	3042.88	16551	253	0	0	3904	254	2830	441	1552	726	60.7	1.0	55.88	Neural Network (Specific Model)	11.0	0.831	3904.0	218.57467778620168	3115912.0	0.49	3957.0		Y	Y	ERR2019276	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.34	4.378	NA-NA	HIGH	NA-NA	5.0	4.378	9210/21223	97.34	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Fail
SAMN07761857	173484	206	842.16	7898	202	0	0	904	49	613	96	443	164	5.64	0.0	5.37	Neural Network (Specific Model)	11.0	0.789	904.0	139.0848484848485	173484.0	0.48	330.0		Y	Y	SRR6170572	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.04	2.93	NA-NA	HIGH	NA-NA	3.0	2.93	8352/21223	97.04	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Fail
SAMN07738684	4815415	1603	3004.0	35405	210	0	0	4897	268	2813	524	1282	1024	90.17	4.94	86.82	Neural Network (Specific Model)	11.0	0.861	4897.0	224.62668179607715	4815415.0	0.49	6169.0		Y	Y	SRR6160919	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.16	25.0	NA-NA	HIGH	NA-NA	25.0	24.734	8679/21223	97.16	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Fail
SAMN07738671	4175433	1241	3364.57	39810	202	0	0	5196	211	3133	416	1453	805	87.76	2.59	82.23	Neural Network (Specific Model)	11.0	0.865	5196.0	233.14672337135124	4175433.0	0.5	5173.0		Y	Y	SRR10298281	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.3	37.0	NA-NA	HIGH	NA-NA	37.0	36.783	9093/21223	97.3	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Fail
SAMN07738671	4175433	1241	3364.57	39810	202	0	0	5196	211	3133	416	1453	805	87.76	2.59	82.23	Neural Network (Specific Model)	11.0	0.865	5196.0	233.14672337135124	4175433.0	0.5	5173.0		Y	Y	SRR7499265	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.1	12.057	NA-NA	HIGH	NA-NA	11.0	12.057	8527/21223	97.1	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Fail
SAMN07738671	4175433	1241	3364.57	39810	202	0	0	5196	211	3133	416	1453	805	87.76	2.59	82.23	Neural Network (Specific Model)	11.0	0.865	5196.0	233.14672337135124	4175433.0	0.5	5173.0		Y	Y	SRR9879563	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.33	61.0	NA-NA	HIGH	NA-NA	61.0	59.972	9169/21223	97.33	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Fail
SAMN07738626	4929698	1410	3496.24	48892	205	0	0	6122	217	3533	430	1473	857	92.63	2.49	87.83	Neural Network (Specific Model)	11.0	0.864	6122.0	233.94247205785663	4929698.0	0.5	6084.0		Y	Y	SRR6160966	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.17	26.0	NA-NA	HIGH	NA-NA	26.0	25.497	8713/21223	97.17	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Fail
SAMN02782266	3626618	1787	2029.44	13052	227	0	0	2534	460	1783	804	1028	1326	68.38	1.76	68.82	Neural Network (Specific Model)	11.0	0.853	2534.0	204.3918785728366	3626618.0	0.51	5073.0		Y	Y	SRR1613997	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	96.8	6.66	NA-NA	HIGH	NA-NA	6.0	6.66	7744/21223	96.8	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Fail
SAMN06458189	4748829	535	8876.32	84771	210	100	1	27362	54	15331	100	5130	196	100.0	0.0	100.0	Neural Network (Specific Model)	11.0	0.862	27362.0	270.65690542144836	4748829.0	0.51	5054.0		Y	Y	SRR5293427	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.18	104.0	NA-NA	HIGH	NA-NA	104.0	103.997	8739/21223	97.18	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Fail
SAMN05171049	5312100	336	15809.82	191437	200	0	0	68445	25	39828	46	12175	91	99.97	0.84	100.0	Neural Network (Specific Model)	11.0	0.878	68445.0	298.78653624856156	5312100.0	0.51	5214.0		Y	Y	SRR3579379	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.92	36.0	NA-NA	HIGH	NA-NA	36.0	37.653	11064/21223	97.92	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Pass
SAMN10093613	5060042	154	32857.42	615444	203	100	1	191383	8	158989	14	34163	28	100.0	0.55	100.0	Neural Network (Specific Model)	11.0	0.882	191383.0	307.15219632914005	5060042.0	0.51	4849.0		Y	Y	SRR7879876	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	98.71	95.0	NA-NA	HIGH	NA-NA	95.0	94.522	14179/21223	98.71	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Pass
SAMEA1531006	6242578	2765	2257.71	79926	200	0	0	9090	162	4111	363	666	1061	100.0	6.68	99.97	Neural Network (Specific Model)	11.0	0.875	9090.0	228.2350512884663	6242578.0	0.5	7994.0		Y	Y	ERR178220	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.66	37.0	NA-NA	HIGH	NA-NA	37.0	35.11	10186/21223	97.66	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Fail
SAMEA18881668	1525399	519	2939.11	30756	218	0	0	4488	80	2437	176	1252	351	41.68	0.09	36.05	Neural Network (Specific Model)	11.0	0.883	4488.0	258.5057471264368	1525399.0	0.51	1740.0		Y	Y	ERR1745388	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.12	3.812	NA-NA	HIGH	NA-NA	3.0	3.812	8568/21223	97.12	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Fail
SAMEA18879418	3778686	1284	2942.9	35883	230	0	0	3833	302	2712	536	1429	912	90.9	4.15	82.83	Neural Network (Specific Model)	11.0	0.89	3833.0	259.5941761035359	3778686.0	0.51	4327.0		Y	Y	ERR1745385	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.2	4.727	NA-NA	HIGH	NA-NA	4.0	4.727	8809/21223	97.2	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Fail
SAMN04903932	5871866	2606	2253.21	62669	200	0	0	7740	201	3774	419	623	1136	98.11	6.77	100.0	Neural Network (Specific Model)	11.0	0.877	7740.0	234.2593954248366	5871866.0	0.5	7344.0		Y	Y	SRR3545445	gtdb_genomes_reps_r214/database/GCF/001/457/615/GCF_001457615.1_genomic.fna.gz	0.0572	0.0717	98.84	0.034	97.56-100.42	0.034	0.02-0.05	1.0	1.015	653/27151	88.67	NZ_LN831024.1 Pseudomonas aeruginosa strain NCTC10332 chromosome 1, complete sequence	Pseudomonas aeruginosa	Escherichia coli	F	Fail	Fail
SAMN04903932	5871866	2606	2253.21	62669	200	0	0	7740	201	3774	419	623	1136	98.11	6.77	100.0	Neural Network (Specific Model)	11.0	0.877	7740.0	234.2593954248366	5871866.0	0.5	7344.0		Y	Y	SRR3545445	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	99.9428	99.9283	97.77	60.0	NA-NA	HIGH	NA-NA	60.0	58.713	10554/21223	97.77	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Fail
SAMN06111295	5492415	359	15299.21	290870	200	0	0	92175	18	58073	33	16412	65	100.0	0.73	100.0	Neural Network (Specific Model)	11.0	0.874	92175.0	283.9290139847761	5492415.0	0.5	5649.0		Y	Y	SRR5296229	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.48	171.0	NA-NA	HIGH	NA-NA	171.0	160.869	9607/21223	97.48	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Pass
SAMN05439344	4896867	112	43722.03	542191	209	0	0	155829	11	120543	18	38910	31	100.0	0.09	100.0	Neural Network (Specific Model)	11.0	0.882	155829.0	308.6387165775401	4896867.0	0.51	4675.0		Y	Y	SRR3988133	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.4	44.0	NA-NA	HIGH	NA-NA	44.0	44.615	9390/21223	97.4	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Pass
SAMN06624394	5705736	517	11036.24	242288	200	100	1	78280	25	40512	46	9655	96	99.99	0.2	100.0	Neural Network (Specific Model)	11.0	0.87	78280.0	276.5347789824854	5705736.0	0.5	5995.0		Y	Y	SRR5367687	gtdb_genomes_reps_r214/database/GCF/000/006/945/GCF_000006945.2_genomic.fna.gz	0.0714	0.0702	98.36	0.046	96.98-100.37	0.046	0.02-0.07	1.0	0.709	880/21226	90.24	NC_003197.2 Salmonella enterica subsp. enterica serovar Typhimurium str. LT2, complete genome	Salmonella enterica	Escherichia coli	T	Fail	Fail
SAMN06624394	5705736	517	11036.24	242288	200	100	1	78280	25	40512	46	9655	96	99.99	0.2	100.0	Neural Network (Specific Model)	11.0	0.87	78280.0	276.5347789824854	5705736.0	0.5	5995.0		Y	Y	SRR5367687	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	99.9286	99.9298	97.32	65.0	NA-NA	HIGH	NA-NA	65.0	65.101	9135/21223	97.32	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Fail
SAMEA2223873	6502124	4675	1390.83	47043	200	0	0	4052	374	1637	878	399	2600	99.11	8.29	97.93	Neural Network (Specific Model)	11.0	0.873	4052.0	195.71620227038184	6502124.0	0.5	9690.0		Y	Y	ERR433401	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	99.6784	99.8166	97.84	38.0	NA-NA	HIGH	NA-NA	38.0	34.867	10785/21223	97.84	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Fail
SAMEA2223873	6502124	4675	1390.83	47043	200	0	0	4052	374	1637	878	399	2600	99.11	8.29	97.93	Neural Network (Specific Model)	11.0	0.873	4052.0	195.71620227038184	6502124.0	0.5	9690.0		Y	Y	ERR433401	gtdb_genomes_reps_r214/database/GCF/015/751/045/GCF_015751045.1_genomic.fna.gz	0.3216	0.1834	98.05	0.123	97.27-98.94	0.123	0.09-0.16	1.0	1.068	783/12208	91.52	NZ_BNJW01000001.1 Enterococcus lactis strain CCM 8412 contig1, whole genome shotgun sequence	Enterococcus_B lactis	Escherichia coli	F	Fail	Fail
SAMEA2205693	5066176	132	38380.12	390173	219	0	0	159537	11	110591	19	36645	32	100.0	0.95	100.0	Neural Network (Specific Model)	11.0	0.882	159537.0	308.9687305860427	5066176.0	0.51	4829.0		Y	Y	ERR435190	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	98.72	38.0	NA-NA	HIGH	NA-NA	38.0	37.839	14251/21223	98.72	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Pass
SAMEA2223880	6203700	3924	1580.96	51894	200	0	0	5168	302	2268	662	422	1984	98.19	7.83	99.59	Neural Network (Specific Model)	11.0	0.873	5168.0	205.7900363967243	6203700.0	0.5	8792.0		Y	Y	ERR433408	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.59	39.0	NA-NA	HIGH	NA-NA	39.0	36.774	9958/21223	97.59	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Fail
SAMEA4552038	5279446	213	24786.13	399414	200	0	0	154261	11	94851	20	25277	42	100.0	0.7	100.0	Neural Network (Specific Model)	11.0	0.881	154261.0	305.43944160440424	5279446.0	0.5	5086.0		Y	Y	ERR1937056	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.87	39.0	NA-NA	HIGH	NA-NA	39.0	39.168	10891/21223	97.87	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Pass
SAMEA3981674	7188003	1422	5054.85	63254	201	200	2	10625	173	5274	363	1830	837	99.66	19.41	100.0	Neural Network (Specific Model)	11.0	0.876	10625.0	271.61815599173553	7188003.0	0.5	7744.0		Y	Y	ERR1622718	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	99.89	23.0	NA-NA	HIGH	NA-NA	23.0	25.094	20501/21223	99.89	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Fail
SAMEA3981412	7107669	2616	2717.0	65821	205	0	0	6480	260	3089	575	924	1408	99.39	24.84	100.0	Neural Network (Specific Model)	11.0	0.882	6480.0	247.8045664261209	7107669.0	0.5	8453.0		Y	Y	ERR1622144	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	99.06	27.0	NA-NA	HIGH	NA-NA	27.0	24.248	15814/21223	99.06	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Fail
SAMEA3981911	6026616	900	6696.24	193098	204	0	0	41031	36	23975	75	3462	201	100.0	7.62	100.0	Neural Network (Specific Model)	11.0	0.878	41031.0	287.1578605104861	6026616.0	0.5	6151.0		Y	Y	ERR1623027	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	98.56	45.0	NA-NA	HIGH	NA-NA	45.0	35.201	13516/21223	98.56	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Fail
SAMEA3981013	6579881	1726	3812.21	66765	200	0	0	14682	127	7333	251	1403	650	99.77	9.67	100.0	Neural Network (Specific Model)	11.0	0.876	14682.0	258.26911725248186	6579881.0	0.5	7454.0		Y	Y	ERR1609569	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	99.62	21.0	NA-NA	HIGH	NA-NA	21.0	20.908	18879/21223	99.62	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Fail
SAMN09763619	5420753	339	15990.42	616978	200	0	0	148373	10	81965	19	27552	41	100.0	0.11	100.0	Neural Network (Specific Model)	11.0	0.875	148373.0	291.14430147058823	5420753.0	0.5	5440.0		Y	Y	SRR7641488	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.25	40.0	NA-NA	HIGH	NA-NA	40.0	41.165	8930/21223	97.25	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Pass
SAMN07762495	2716678	627	4332.82	27252	337	0	0	6246	130	4056	240	2267	418	68.5	1.78	56.73	Neural Network (Specific Model)	11.0	0.863	6246.0	266.1396534148828	2716678.0	0.5	2943.0		Y	Y	SRR6172884	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.2	6.198	NA-NA	HIGH	NA-NA	6.0	6.198	8811/21223	97.2	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Fail
SAMN07762471	596056	364	1637.52	16224	224	0	0	2257	81	1540	144	761	247	16.67	0.0	10.54	Neural Network (Specific Model)	11.0	0.843	2257.0	207.6823238566131	596056.0	0.5	809.0		Y	Y	SRR6173163	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.18	4.429	NA-NA	HIGH	NA-NA	4.0	4.429	8746/21223	97.18	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Fail
SAMN07762252	3796372	1201	3161.01	17844	212	0	0	4572	271	2913	482	1591	831	85.26	3.64	74.17	Neural Network (Specific Model)	11.0	0.867	4572.0	255.2718829811934	3796372.0	0.51	4307.0		Y	Y	SRR6170711	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.06	3.264	NA-NA	HIGH	NA-NA	3.0	3.264	8405/21223	97.06	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Fail
SAMN07762252	3796372	1201	3161.01	17844	212	0	0	4572	271	2913	482	1591	831	85.26	3.64	74.17	Neural Network (Specific Model)	11.0	0.867	4572.0	255.2718829811934	3796372.0	0.51	4307.0		Y	Y	SRR6170712	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.06	3.341	NA-NA	HIGH	NA-NA	3.0	3.341	8421/21223	97.06	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Fail
SAMN06018843	8445868	8319	1015.25	56328	200	0	0	1812	926	826	2313	363	5571	100.0	29.28	90.99	Gradient Boost (General Model)	11.0	0.878	1812.0	175.91913383031593	8445868.0	0.5	14085.0		Y	Y	SRR5024168	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	99.21	25.0	NA-NA	HIGH	NA-NA	25.0	26.141	16573/21223	99.21	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	F	Fail	Fail
SAMN10058971	5275229	229	23035.93	345760	203	0	0	95643	14	50715	28	25691	57	100.0	0.48	100.0	Neural Network (Specific Model)	11.0	0.881	95643.0	300.34765776229193	5275229.0	0.51	5166.0		Y	Y	SRR7828837	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.34	80.0	NA-NA	HIGH	NA-NA	80.0	81.082	9203/21223	97.34	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Pass
SAMEA104039650	5012905	71	70604.3	750011	201	0	0	336999	5	214138	9	99686	16	99.92	0.9	100.0	Neural Network (Specific Model)	11.0	0.884	336999.0	316.3679144385027	5012905.0	0.51	4675.0		Y	Y	ERR2650752	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	99.18	44.0	NA-NA	HIGH	NA-NA	44.0	42.431	16446/21223	99.18	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Pass
SAMEA3697257	4879641	81	60242.48	437746	249	100	1	208737	9	143083	14	60738	25	100.0	0.14	100.0	Neural Network (Specific Model)	11.0	0.878	208737.0	309.40103828682675	4879641.0	0.51	4623.0		Y	Y	ERR1163359	gtdb_genomes_reps_r214/database/GCF/003/697/165/GCF_003697165.2_genomic.fna.gz	100.0	100.0	97.57	78.0	NA-NA	HIGH	NA-NA	78.0	74.19	9899/21223	97.57	NZ_CP033092.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 chromosome, complete genome	Escherichia coli	Escherichia coli	T	Fail	Pass
