Sample	Reasons
SAMEA69681418	sylph_min_abundance
SAMEA4621385	sylph_min_abundance
SAMN02360753	sylph_min_abundance
SAMN34294300	sylph_min_abundance
SAMEA104446935	max_contig_num;checkm2_max_contam
SAMEA1919888	asm_min_len;checkm2_min_compl
SAMEA115182964	sylph_min_abundance
SAMN31787178	sylph_min_abundance
SAMN31785590	sylph_min_abundance
SAMEA78995668	sylph_min_abundance
SAMN07660443	sylph_min_abundance;checkm2_max_contam
SAMEA6107569	sylph_min_abundance;checkm2_max_contam
SAMEA7530425	max_contig_num;sylph_min_abundance;checkm2_max_contam
SAMN05276481	sylph_min_abundance
SAMN12565501	sylph_min_abundance
SAMN02198981	checkm2_max_contam
SAMN39202826	sylph_min_abundance
SAMN07718355	sylph_min_abundance;checkm2_max_contam
SAMEA115790357	checkm2_max_contam
SAMN08865308	checkm2_min_compl
SAMEA7620780	checkm2_max_contam
SAMEA104147407	sylph_min_abundance
SAMEA114571932	sylph_min_abundance;checkm2_max_contam
SAMN22105871	sylph_min_abundance
SAMN34996636	sylph_min_abundance
SAMEA104447323	checkm2_max_contam
SAMEA104292442	sylph_min_abundance;checkm2_max_contam
SAMEA111267543	sylph_min_abundance;checkm2_max_contam
SAMN17165259	max_contig_num;min_N50;checkm2_min_compl;checkm2_max_contam
SAMN15646474	sylph_min_abundance
SAMN09009158	sylph_min_abundance
SAMN31674198	sylph_min_abundance;checkm2_max_contam
SAMEA96165418	sylph_min_abundance
SAMN19657605	max_contig_num;checkm2_max_contam
SAMN12607355	max_contig_num;min_N50;checkm2_max_contam
SAMN11254468	checkm2_min_compl
SAMEA6086516	max_contig_num
SAMEA114538969	sylph_min_abundance
SAMEA5163231	sylph_min_abundance
SAMN35769034	max_contig_num;checkm2_max_contam
SAMEA3389017	sylph_min_abundance
SAMN33240925	max_contig_num;checkm2_max_contam
SAMN12831255	sylph_min_abundance
SAMN09995163	sylph_min_abundance
SAMEA757089	sylph_min_abundance;checkm2_max_contam
SAMEA14372605	sylph_min_abundance
SAMEA114109980	sylph_min_abundance
SAMN05221035	checkm2_max_contam
SAMEA111271085	sylph_min_abundance
SAMN06265026	checkm2_min_compl
SAMN40031867	sylph_min_abundance
SAMEA114462297	sylph_min_abundance
SAMN25999721	sylph_min_abundance
SAMEA8611204	sylph_no_species_call;checkm2_max_contam
SAMEA4967329	checkm2_max_contam
SAMEA5075991	checkm2_min_compl
SAMN22334690	sylph_min_abundance
SAMEA104358620	sylph_min_abundance;checkm2_max_contam
SAMEA4873832	sylph_min_abundance
SAMEA104305337	sylph_min_abundance;checkm2_max_contam
SAMN37815208	sylph_min_abundance
SAMEA1059614	sylph_min_abundance;checkm2_max_contam
SAMN07659032	sylph_min_abundance;checkm2_max_contam
SAMEA7552818	sylph_min_abundance
SAMEA104317685	sylph_min_abundance
SAMEA9849907	sylph_min_abundance;checkm2_max_contam
SAMN34996556	sylph_min_abundance
SAMEA3233323	sylph_min_abundance
SAMN03358550	max_contig_num
SAMN05969966	sylph_min_abundance;checkm2_max_contam
SAMEA4558280	sylph_min_abundance;checkm2_max_contam
SAMN08865247	checkm2_min_compl
SAMEA115750152	checkm2_min_compl
SAMEA2223781	sylph_min_abundance;checkm2_max_contam
SAMEA115097654	max_contig_num;min_N50;checkm2_max_contam
SAMEA864112	sylph_min_abundance
SAMN11268589	sylph_min_abundance
SAMN39090713	sylph_min_abundance;checkm2_max_contam
SAMN40031437	sylph_min_abundance;checkm2_max_contam
SAMN21208651	max_contig_num;sylph_min_abundance
SAMN07714833	sylph_no_species_call
SAMN31060673	sylph_no_species_call
SAMEA14460127	sylph_min_abundance;checkm2_max_contam
SAMEA115606502	checkm2_min_compl
SAMEA5698446	sylph_min_abundance;checkm2_max_contam
SAMN27518687	sylph_min_abundance;checkm2_max_contam
SAMN40031873	sylph_min_abundance
SAMN41597897	sylph_min_abundance;checkm2_max_contam
SAMEA5054568	max_contig_num;checkm2_max_contam
SAMN26232426	sylph_min_abundance
SAMEA114578676	sylph_min_abundance;checkm2_max_contam
SAMEA11025501	sylph_min_abundance;checkm2_max_contam
SAMEA7583983	sylph_min_abundance
SAMN42002468	sylph_min_abundance
SAMN07660212	sylph_min_abundance;checkm2_max_contam
SAMEA3721079	sylph_min_abundance
SAMN41341151	checkm2_min_compl
SAMN14165481	sylph_min_abundance
SAMEA4482816	min_N50;sylph_no_species_call;checkm2_min_compl
SAMEA7817833	sylph_min_abundance;checkm2_max_contam
SAMN15236015	sylph_min_abundance
SAMN11268645	sylph_min_abundance;checkm2_max_contam
SAMEA8610691	max_contig_num;sylph_min_abundance;checkm2_max_contam
SAMEA3735821	min_N50;checkm2_min_compl
SAMN05574973	sylph_min_abundance;checkm2_min_compl
SAMN33769969	sylph_min_abundance
SAMEA2533452	sylph_min_abundance
SAMN37848530	sylph_min_abundance;checkm2_max_contam
SAMN02599090	max_contig_num;sylph_min_abundance;checkm2_max_contam
SAMN12024749	sylph_no_species_call
SAMN03477718	sylph_min_abundance;checkm2_max_contam
SAMEA3503805	checkm2_min_compl
SAMN12600097	sylph_min_abundance
SAMEA7561660	sylph_min_abundance
SAMN41328078	sylph_min_abundance;checkm2_max_contam
SAMEA10634096	sylph_min_abundance;checkm2_max_contam
SAMN26796289	sylph_min_abundance;checkm2_max_contam
SAMEA111272553	sylph_min_abundance;checkm2_max_contam
SAMN41337549	sylph_min_abundance
SAMEA919793	checkm2_min_compl
SAMN01885902	sylph_min_abundance;checkm2_max_contam
SAMN00102938	max_contig_num;min_N50;sylph_min_abundance;checkm2_min_compl
SAMEA115741212	sylph_min_abundance
SAMN41332287	sylph_min_abundance
SAMEA104567735	sylph_min_abundance
SAMN04634159	checkm2_max_contam
SAMN12670536	sylph_min_abundance;checkm2_max_contam
SAMEA12596036	max_contig_num;sylph_min_abundance;checkm2_max_contam
SAMEA8939112	max_contig_num
SAMN02745089	sylph_no_species_call;checkm2_min_compl
SAMN19375582	sylph_min_abundance;checkm2_max_contam
SAMEA3729676	sylph_min_abundance
SAMEA2177698	sylph_min_abundance;checkm2_max_contam
SAMEA104153460	max_contig_num
SAMN11254712	max_contig_num;sylph_min_abundance;checkm2_max_contam
SAMEA4978197	sylph_min_abundance
SAMN30959894	sylph_no_species_call
SAMN30547702	checkm2_min_compl
SAMEA3649738	sylph_min_abundance
SAMEA8610277	sylph_min_abundance;checkm2_max_contam
SAMEA6107547	sylph_min_abundance;checkm2_max_contam
SAMN39735219	sylph_min_abundance
SAMN07197355	max_contig_num;checkm2_max_contam
SAMN22202950	sylph_min_abundance;checkm2_max_contam
SAMN13566600	checkm2_min_compl
SAMN22257057	sylph_min_abundance
SAMN09671517	sylph_min_abundance;checkm2_max_contam
SAMEA3357046	sylph_min_abundance
SAMEA5161815	sylph_min_abundance;checkm2_max_contam
SAMEA113537383	sylph_min_abundance
SAMN09704698	max_contig_num;checkm2_max_contam
SAMN12703572	sylph_min_abundance;checkm2_max_contam
SAMN41468747	max_contig_num;checkm2_max_contam
SAMN39918439	checkm2_max_contam
SAMEA7530104	sylph_min_abundance;checkm2_max_contam
SAMN05276381	sylph_min_abundance;checkm2_max_contam
SAMEA78919168	sylph_min_abundance
SAMEA4781582	sylph_min_abundance
SAMN12308810	sylph_min_abundance
SAMEA6146391	sylph_min_abundance
SAMEA111522423	sylph_min_abundance
SAMEA7562063	sylph_min_abundance
SAMEA111270908	sylph_min_abundance
SAMEA4619825	sylph_min_abundance
SAMEA104146987	checkm2_max_contam
SAMN08886462	checkm2_min_compl
SAMEA4781821	sylph_min_abundance
SAMEA104207498	sylph_min_abundance
SAMEA7510024	checkm2_max_contam
SAMN25843205	sylph_min_abundance
SAMEA8610553	max_contig_num;sylph_min_abundance;checkm2_max_contam
SAMN03648875	sylph_min_abundance
SAMEA8610803	sylph_min_abundance;checkm2_max_contam
SAMN26660216	sylph_min_abundance
SAMEA91864918	min_N50;checkm2_min_compl
SAMN26232472	sylph_min_abundance
SAMN41641345	sylph_min_abundance
SAMEA4781791	sylph_min_abundance
SAMN21509432	sylph_min_abundance
SAMN21214352	sylph_min_abundance
SAMN40031551	sylph_min_abundance;checkm2_max_contam
SAMN06014943	sylph_min_abundance;checkm2_max_contam
SAMN01129649	max_contig_num;sylph_min_abundance;checkm2_max_contam
SAMN11854213	sylph_min_abundance
SAMN07509153	checkm2_max_contam
SAMD00028875	min_N50;checkm2_min_compl
SAMN06438849	sylph_min_abundance;checkm2_max_contam
SAMN07659748	max_contig_num;sylph_min_abundance;checkm2_max_contam
SAMN25041731	sylph_min_abundance;checkm2_max_contam
SAMEA1010408	sylph_min_abundance
SAMEA110664941	sylph_min_abundance
SAMN14146650	sylph_min_abundance
SAMEA4831611	sylph_min_abundance;checkm2_max_contam
SAMN02850099	sylph_min_abundance;checkm2_max_contam
SAMEA111483099	sylph_min_abundance
SAMN33940961	sylph_min_abundance
SAMN41332574	sylph_min_abundance
SAMN07660185	sylph_min_abundance
SAMEA3353864	sylph_min_abundance
SAMN41760248	sylph_min_abundance
SAMN41594349	sylph_min_abundance
SAMEA3719218	sylph_min_abundance;checkm2_max_contam
SAMEA7564078	sylph_min_abundance
SAMEA3304820	sylph_min_abundance;checkm2_max_contam
SAMN09685328	max_contig_num;checkm2_max_contam
SAMEA3497498	sylph_min_abundance
SAMEA96182668	sylph_min_abundance
SAMN18356108	max_contig_num;min_N50;checkm2_min_compl
SAMN06330587	sylph_min_abundance;checkm2_max_contam
SAMN09060474	sylph_min_abundance
SAMN03196993	sylph_min_abundance;checkm2_max_contam
SAMEA110664986	sylph_min_abundance
SAMN35998420	sylph_min_abundance
SAMN03475891	sylph_min_abundance
SAMN02419858	checkm2_min_compl
SAMN11116988	max_contig_num;min_N50;checkm2_max_contam
SAMN41829579	sylph_min_abundance;checkm2_max_contam
SAMN41386296	sylph_min_abundance;checkm2_max_contam
SAMEA7530271	max_contig_num;sylph_min_abundance;checkm2_max_contam
SAMN31023348	sylph_min_abundance;checkm2_max_contam
SAMN03196997	sylph_min_abundance;checkm2_max_contam
SAMN26508785	sylph_min_abundance;checkm2_max_contam
SAMEA4412891	sylph_min_abundance
SAMEA7553367	sylph_min_abundance
SAMN08912927	sylph_min_abundance;checkm2_max_contam
SAMEA1033634	sylph_min_abundance
SAMEA4967258	sylph_min_abundance
SAMEA113538037	sylph_min_abundance
SAMEA4930595	sylph_min_abundance
SAMN40749027	max_contig_num
SAMN40031313	sylph_min_abundance;checkm2_max_contam
SAMEA4966702	sylph_min_abundance;checkm2_max_contam
SAMEA12595998	checkm2_max_contam
SAMEA114346132	max_contig_num;min_N50;checkm2_max_contam
SAMN41595430	sylph_min_abundance
SAMEA104451975	sylph_min_abundance;checkm2_max_contam
SAMEA2444302	sylph_min_abundance
SAMEA112750606	sylph_min_abundance
SAMN33769928	sylph_min_abundance;checkm2_max_contam
SAMN08886592	checkm2_min_compl
SAMEA5803257	sylph_min_abundance;checkm2_max_contam
SAMEA8653704	sylph_no_species_call
SAMN09767162	sylph_min_abundance;checkm2_max_contam
SAMN41498423	max_contig_num;checkm2_min_compl
SAMEA104411855	sylph_min_abundance;checkm2_max_contam
SAMN41032509	sylph_min_abundance
SAMEA4482526	max_contig_num;min_N50;sylph_no_species_call;checkm2_no_diamond
SAMEA7423465	sylph_min_abundance
SAMEA110755725	sylph_min_abundance
SAMN38841317	checkm2_max_contam
SAMEA5161867	sylph_min_abundance;checkm2_max_contam
SAMN09434858	sylph_min_abundance
SAMN37154926	checkm2_max_contam
SAMN16712170	max_contig_num;min_N50;checkm2_min_compl;checkm2_max_contam
SAMN12839398	sylph_min_abundance
SAMEA6534674	sylph_min_abundance;checkm2_max_contam
SAMN37210071	sylph_min_abundance;checkm2_max_contam
SAMN34998776	sylph_min_abundance
SAMN25888719	sylph_min_abundance;checkm2_max_contam
SAMN11268435	checkm2_max_contam
SAMN41760031	sylph_min_abundance
SAMN41472219	sylph_min_abundance;checkm2_max_contam
SAMN15053358	sylph_min_abundance
SAMEA3401494	checkm2_max_contam
SAMEA4967577	sylph_min_abundance
SAMN32709545	sylph_min_abundance;checkm2_max_contam
SAMN06438765	checkm2_min_compl
SAMN18118326	sylph_min_abundance
SAMN30553157	sylph_no_species_call
SAMEA7530190	sylph_min_abundance
SAMEA10468679	sylph_min_abundance
SAMEA4621311	sylph_min_abundance
SAMN35843335	max_contig_num
SAMEA3322071	sylph_min_abundance
SAMEA4620016	sylph_min_abundance
SAMN37774431	sylph_min_abundance
SAMN32974953	sylph_min_abundance
SAMEA4832548	sylph_min_abundance;checkm2_max_contam
SAMN41341447	sylph_min_abundance
SAMN41535754	sylph_min_abundance;checkm2_max_contam
SAMEA7559884	checkm2_max_contam
SAMEA7549280	sylph_min_abundance;checkm2_max_contam
SAMN20148181	checkm2_max_contam
SAMEA5050842	sylph_min_abundance
SAMN03478891	sylph_min_abundance
SAMN16616528	sylph_min_abundance
SAMEA4966174	sylph_min_abundance;checkm2_max_contam
SAMEA1401745	sylph_min_abundance
SAMEA100906168	sylph_min_abundance
SAMN41332187	sylph_min_abundance
SAMN13571092	sylph_min_abundance;checkm2_max_contam
SAMEA4011243	sylph_min_abundance;checkm2_max_contam
SAMN08691441	sylph_min_abundance
SAMN22841123	sylph_min_abundance;checkm2_max_contam
SAMN41140057	sylph_min_abundance
SAMN02325171	min_N50;checkm2_min_compl
SAMN18524177	checkm2_min_compl
SAMEA1692251	sylph_min_abundance;checkm2_max_contam
SAMN20525106	sylph_min_abundance
SAMN24849515	sylph_min_abundance
SAMN30494025	sylph_min_abundance
SAMN09384127	sylph_min_abundance;checkm2_max_contam
SAMEA7550918	sylph_min_abundance
SAMEA104447551	checkm2_max_contam
SAMN41032727	sylph_min_abundance
SAMN21165667	sylph_min_abundance
SAMN15180477	sylph_min_abundance;checkm2_max_contam
SAMN07658484	sylph_min_abundance
SAMEA7560229	sylph_min_abundance;checkm2_max_contam
SAMN12600049	max_contig_num;min_N50;checkm2_max_contam
SAMEA4533720	sylph_min_abundance;checkm2_max_contam
SAMEA7547027	checkm2_min_compl
SAMN41497730	sylph_no_species_call
SAMN40032379	sylph_min_abundance;checkm2_max_contam
SAMN02261301	sylph_min_abundance;checkm2_min_compl
SAMEA104314876	sylph_min_abundance
SAMN07344717	max_contig_num;checkm2_min_compl;checkm2_max_contam
SAMN05022863	sylph_min_abundance
SAMEA4846510	sylph_min_abundance
SAMEA104370208	checkm2_max_contam
SAMN03449511	sylph_min_abundance;checkm2_max_contam
SAMEA7564092	sylph_min_abundance
SAMN41333579	sylph_min_abundance;checkm2_max_contam
SAMEA112203785	sylph_min_abundance;checkm2_max_contam
SAMEA113404757	max_contig_num;min_N50;checkm2_max_contam
SAMEA115705983	checkm2_max_contam
SAMEA8611510	sylph_no_species_call;checkm2_max_contam
SAMEA3304247	sylph_min_abundance;checkm2_max_contam
SAMEA7622126	sylph_min_abundance;checkm2_max_contam
SAMEA3928594	max_contig_num;checkm2_max_contam
SAMEA3673085	sylph_min_abundance
SAMN09268844	sylph_min_abundance
SAMN41341556	checkm2_min_compl
SAMEA104694400	sylph_min_abundance;checkm2_max_contam
SAMN04851314	sylph_min_abundance
SAMN20700406	max_contig_num;sylph_min_abundance;checkm2_max_contam
SAMEA4622490	sylph_min_abundance
SAMEA78984418	sylph_min_abundance;checkm2_max_contam
SAMN02598968	sylph_min_abundance;checkm2_max_contam
SAMEA104694387	sylph_min_abundance;checkm2_max_contam
SAMN14165599	checkm2_max_contam
SAMN06454870	checkm2_min_compl;checkm2_max_contam
SAMEA114538862	sylph_min_abundance
SAMN41033036	sylph_min_abundance
SAMEA29707168	sylph_min_abundance
SAMEA104284343	sylph_min_abundance
SAMEA4598923	sylph_min_abundance
SAMEA4412884	sylph_min_abundance
SAMN18191044	sylph_min_abundance;checkm2_max_contam
SAMEA104572210	checkm2_min_compl
SAMN32508745	sylph_min_abundance
SAMEA4730513	sylph_min_abundance
SAMN09521860	sylph_min_abundance;checkm2_max_contam
SAMN26509204	sylph_min_abundance
SAMN13712202	sylph_min_abundance;checkm2_max_contam
SAMN07658468	asm_min_len;min_N50;checkm2_min_compl
SAMEA112485938	checkm2_max_contam
SAMN21236324	sylph_min_abundance
SAMN02203179	checkm2_min_compl
SAMEA3981254	checkm2_max_contam
SAMN19112892	sylph_min_abundance;checkm2_max_contam
SAMN09232896	checkm2_min_compl
SAMEA7553488	sylph_min_abundance;checkm2_max_contam
SAMEA111273472	checkm2_max_contam
SAMEA3232591	sylph_min_abundance
SAMN41328802	sylph_min_abundance
SAMEA5875898	sylph_min_abundance;checkm2_max_contam
SAMEA4610631	sylph_min_abundance
SAMN41499142	sylph_no_species_call
SAMEA4021861	sylph_min_abundance
SAMN31521432	sylph_no_species_call
SAMN40032136	sylph_min_abundance;checkm2_max_contam
SAMEA104137721	sylph_min_abundance
SAMN08778918	sylph_no_species_call
SAMEA5378024	sylph_min_abundance
SAMN35797893	sylph_min_abundance;checkm2_max_contam
SAMN29452874	sylph_min_abundance
SAMEA110665584	sylph_min_abundance;checkm2_max_contam
SAMEA7550852	sylph_min_abundance;checkm2_max_contam
SAMEA5599362	sylph_min_abundance
SAMN41339091	sylph_min_abundance
SAMN41418533	sylph_min_abundance
SAMEA29746168	sylph_min_abundance
SAMN38330146	sylph_min_abundance
SAMN03736737	sylph_min_abundance
SAMN41332174	sylph_min_abundance
SAMEA104164106	min_N50;sylph_no_species_call;checkm2_no_diamond
SAMN07659961	sylph_min_abundance
SAMEA4621962	checkm2_max_contam
SAMEA4620998	sylph_min_abundance
SAMN08886552	checkm2_min_compl
SAMEA6864509	min_N50;sylph_no_species_call;checkm2_no_diamond
SAMEA111274015	sylph_min_abundance
SAMEA10368974	checkm2_min_compl
SAMEA112866772	sylph_min_abundance
SAMEA115102643	sylph_min_abundance
SAMEA3866061	sylph_min_abundance;checkm2_max_contam
SAMEA5161834	sylph_min_abundance
SAMEA104312579	sylph_min_abundance
SAMN35153896	sylph_min_abundance
SAMN04488387	sylph_min_abundance
SAMN22202792	sylph_min_abundance;checkm2_max_contam
SAMEA8595627	sylph_min_abundance
SAMN09232930	checkm2_min_compl
SAMEA104148130	sylph_min_abundance
SAMN41331754	sylph_min_abundance;checkm2_max_contam
SAMEA104652821	checkm2_min_compl
SAMEA8610252	sylph_min_abundance;checkm2_max_contam
SAMEA6872235	sylph_min_abundance
SAMN05781467	max_contig_num;checkm2_max_contam
SAMN27780228	sylph_min_abundance;checkm2_max_contam
SAMEA112764721	sylph_min_abundance;checkm2_max_contam
SAMEA2055014	sylph_min_abundance
SAMEA2238479	checkm2_min_compl
SAMN07659716	sylph_min_abundance
SAMD00192923	sylph_min_abundance
SAMN03024457	checkm2_max_contam
SAMEA4832107	sylph_min_abundance;checkm2_max_contam
SAMN05720359	checkm2_min_compl
SAMN08912803	sylph_min_abundance
SAMN13082256	sylph_min_abundance;checkm2_max_contam
SAMEA12320543	sylph_min_abundance;checkm2_max_contam
SAMEA115113182	sylph_min_abundance
SAMN11849098	sylph_min_abundance
SAMEA113538354	sylph_min_abundance
SAMEA4610738	sylph_min_abundance;checkm2_max_contam
SAMN10875671	checkm2_max_contam
SAMD00320814	sylph_min_abundance
SAMEA7621214	checkm2_max_contam
SAMEA7492303	sylph_min_abundance
SAMN07659818	sylph_min_abundance
SAMN41074330	sylph_min_abundance;checkm2_max_contam
SAMN33239905	sylph_min_abundance
SAMEA1903640	sylph_min_abundance
SAMN22257334	sylph_min_abundance;checkm2_max_contam
SAMEA5994903	sylph_min_abundance
SAMEA5764462	sylph_min_abundance;checkm2_max_contam
SAMEA7290710	checkm2_min_compl
SAMEA7537826	sylph_min_abundance;checkm2_max_contam
SAMEA4831335	sylph_min_abundance
SAMEA103972991	max_contig_num;checkm2_max_contam
SAMN36699975	max_contig_num;checkm2_max_contam
SAMN00808924	sylph_min_abundance
SAMN14734107	max_contig_num;checkm2_max_contam
SAMEA1903166	sylph_min_abundance
SAMEA7622381	sylph_min_abundance;checkm2_max_contam
SAMEA111505602	sylph_min_abundance
SAMEA112868137	sylph_min_abundance;checkm2_max_contam
SAMEA110347805	sylph_min_abundance
SAMEA4685520	checkm2_min_compl
SAMEA3389029	sylph_min_abundance
SAMN41033135	sylph_min_abundance
SAMN40030544	sylph_min_abundance
SAMN07766646	sylph_min_abundance
SAMN34369189	sylph_min_abundance
SAMEA3515140	sylph_min_abundance
SAMN36935792	sylph_min_abundance
SAMN41327771	sylph_min_abundance
SAMN34030221	sylph_min_abundance
SAMEA8903808	checkm2_min_compl
SAMN41790532	min_N50;checkm2_max_contam
SAMN12501588	checkm2_min_compl
SAMEA104317810	sylph_min_abundance
SAMEA113538524	sylph_min_abundance;checkm2_max_contam
SAMN03075495	max_contig_num;min_N50;checkm2_min_compl
SAMN16824584	sylph_min_abundance
SAMEA5187747	checkm2_max_contam
SAMEA110406063	max_contig_num;sylph_min_abundance;checkm2_max_contam
SAMEA8272761	sylph_min_abundance
SAMEA14460348	sylph_min_abundance;checkm2_max_contam
SAMN00854647	sylph_min_abundance;checkm2_max_contam
SAMN08886647	sylph_no_species_call;checkm2_min_compl
SAMEA3727586	sylph_min_abundance
SAMEA8105912	sylph_min_abundance;checkm2_max_contam
SAMN03291594	sylph_min_abundance
SAMEA104146630	sylph_min_abundance
SAMN12565673	sylph_min_abundance;checkm2_max_contam
SAMN07659058	sylph_min_abundance;checkm2_max_contam
SAMN33406919	sylph_min_abundance;checkm2_max_contam
SAMN35053818	sylph_no_species_call
SAMEA5084313	sylph_min_abundance
SAMN37210493	sylph_min_abundance;checkm2_max_contam
SAMN26232393	sylph_min_abundance
SAMEA1571955	sylph_min_abundance
SAMN41502698	sylph_min_abundance
SAMEA3719359	min_N50;sylph_min_abundance;checkm2_min_compl
SAMEA6511063	sylph_min_abundance
SAMEA104156793	sylph_min_abundance;checkm2_max_contam
SAMEA104147365	sylph_min_abundance
SAMEA7620832	sylph_min_abundance
SAMN20512743	sylph_min_abundance
SAMEA6872395	sylph_min_abundance;checkm2_max_contam
SAMN11268576	sylph_min_abundance;checkm2_max_contam
SAMN28592237	max_contig_num;min_N50;checkm2_max_contam
SAMN41340435	sylph_min_abundance;checkm2_max_contam
SAMEA110665621	sylph_min_abundance;checkm2_max_contam
SAMN10060532	sylph_min_abundance
SAMN00189525	checkm2_min_compl
SAMEA7550306	min_N50;sylph_min_abundance;checkm2_min_compl
SAMN05276333	sylph_min_abundance
SAMEA5378979	sylph_min_abundance;checkm2_max_contam
SAMN07482214	max_contig_num;min_N50;checkm2_max_contam
SAMEA9805196	sylph_min_abundance
SAMN36072321	sylph_min_abundance
SAMN13707179	sylph_min_abundance
SAMEA2336173	sylph_min_abundance
SAMN07999085	sylph_min_abundance;checkm2_max_contam
SAMN08612944	sylph_min_abundance;checkm2_max_contam
SAMN06718533	sylph_min_abundance
SAMN09343349	sylph_min_abundance
SAMN14401584	sylph_min_abundance
SAMN03567137	sylph_min_abundance
SAMN06127713	sylph_min_abundance;checkm2_max_contam
SAMEA8611092	sylph_min_abundance
SAMEA4966741	sylph_min_abundance
SAMEA111269640	sylph_min_abundance;checkm2_max_contam
SAMN33770094	sylph_min_abundance
SAMEA5698351	sylph_min_abundance
SAMN05276447	checkm2_min_compl
SAMN41140021	sylph_min_abundance
SAMN07135245	sylph_min_abundance;checkm2_max_contam
SAMN05202172	checkm2_max_contam
SAMN35153973	sylph_min_abundance;checkm2_max_contam
SAMN40031885	sylph_min_abundance
SAMN41760180	sylph_min_abundance
SAMEA7817553	max_contig_num;checkm2_max_contam
SAMN08289355	checkm2_max_contam
SAMN09219167	max_contig_num;min_N50;checkm2_min_compl;checkm2_max_contam
SAMN09214273	min_N50;checkm2_max_contam
SAMEA4832817	max_contig_num;min_N50;sylph_min_abundance;checkm2_max_contam
SAMN03659310	checkm2_min_compl
SAMN30953122	sylph_min_abundance;checkm2_max_contam
SAMN12673072	sylph_min_abundance;checkm2_max_contam
SAMEA6544391	sylph_no_species_call
SAMEA4967542	max_contig_num;min_N50;checkm2_max_contam
SAMEA7537351	sylph_min_abundance;checkm2_max_contam
SAMN41760305	sylph_min_abundance
SAMEA113934156	checkm2_max_contam
SAMN03648745	sylph_min_abundance;checkm2_max_contam
SAMEA807308	sylph_min_abundance
SAMN17736547	sylph_min_abundance
SAMEA14269045	sylph_min_abundance
SAMEA3252068	checkm2_min_compl
SAMEA7546316	checkm2_min_compl
SAMEA10330238	sylph_min_abundance
SAMEA110466932	sylph_min_abundance
SAMEA104567451	sylph_min_abundance;checkm2_max_contam
SAMEA1025870	sylph_min_abundance
SAMN02923891	sylph_no_species_call;checkm2_min_compl
SAMEA110347806	checkm2_max_contam
SAMEA4415598	checkm2_min_compl
SAMN30347461	sylph_min_abundance
SAMN11849402	sylph_min_abundance
SAMN32955958	sylph_min_abundance;checkm2_max_contam
SAMN11846150	checkm2_min_compl
SAMEA2698419	checkm2_min_compl
SAMEA114860731	max_contig_num;min_N50;sylph_min_abundance;checkm2_min_compl;checkm2_max_contam
SAMEA6359595	sylph_min_abundance
SAMEA1102649	sylph_min_abundance
SAMN06630305	sylph_no_species_call
SAMN19959554	sylph_min_abundance
SAMN18146497	sylph_min_abundance
SAMN07510062	sylph_more_than_one_species;checkm2_max_contam
SAMN14146857	sylph_min_abundance
SAMEA104146816	sylph_min_abundance
SAMN40032172	sylph_min_abundance
SAMEA3673138	sylph_min_abundance
SAMN24019282	sylph_min_abundance
SAMEA114341824	max_contig_num;min_N50;checkm2_max_contam
SAMN41332345	sylph_min_abundance
SAMEA114375391	sylph_min_abundance;checkm2_max_contam
SAMEA6595659	checkm2_max_contam
SAMEA111270503	sylph_min_abundance
SAMN05799423	checkm2_max_contam
SAMEA30031168	sylph_no_species_call
SAMN06173317	sylph_min_abundance
SAMN11847467	sylph_min_abundance
SAMN20065339	checkm2_max_contam
SAMEA3558203	sylph_min_abundance
SAMN08886673	checkm2_min_compl
SAMN03359318	sylph_min_abundance
SAMN06330546	sylph_min_abundance;checkm2_max_contam
SAMN02934515	sylph_min_abundance
SAMEA4968030	sylph_min_abundance;checkm2_max_contam
SAMEA3317674	sylph_min_abundance
SAMEA7584185	sylph_min_abundance
SAMEA5545368	sylph_min_abundance;checkm2_max_contam
SAMN25003006	sylph_min_abundance;checkm2_max_contam
SAMN20882132	checkm2_max_contam
SAMN14126091	sylph_min_abundance
SAMN33142305	max_contig_num;checkm2_min_compl
SAMEA114071951	checkm2_min_compl
SAMEA8611016	sylph_min_abundance;checkm2_max_contam
SAMEA4977837	sylph_min_abundance
SAMN32974750	sylph_min_abundance
SAMEA9196842	sylph_min_abundance;checkm2_max_contam
SAMEA72475168	sylph_min_abundance;checkm2_max_contam
SAMN20512605	sylph_min_abundance;checkm2_max_contam
SAMN03300836	checkm2_max_contam
SAMEA1028754	sylph_min_abundance;checkm2_max_contam
SAMEA1572058	sylph_min_abundance
SAMN41339654	sylph_min_abundance;checkm2_max_contam
SAMD00501975	sylph_min_abundance
SAMEA8156110	sylph_min_abundance
SAMEA11023495	checkm2_max_contam
SAMN14523509	max_contig_num
SAMN41760205	sylph_min_abundance
SAMN05868275	sylph_min_abundance
SAMEA1483351	sylph_min_abundance
SAMN07659410	sylph_min_abundance
SAMN41332438	sylph_min_abundance
SAMN10174787	sylph_min_abundance;checkm2_max_contam
SAMEA4730487	sylph_min_abundance
SAMN18118180	sylph_min_abundance
SAMEA8158363	sylph_min_abundance
SAMEA4621315	sylph_min_abundance
SAMEA4621301	sylph_min_abundance;checkm2_max_contam
SAMN07999093	sylph_min_abundance
SAMN27524871	max_contig_num;checkm2_max_contam
SAMEA4889475	sylph_min_abundance
SAMEA104694355	sylph_min_abundance;checkm2_max_contam
SAMN39918461	sylph_min_abundance
SAMN17165284	max_contig_num;checkm2_min_compl
